"ClipID","EventID","INSTANCE_TYPE","SYNOPSIS","GENRE","TOPIC","SCENE","OBJECTS","ACTIVITIES","INSTANCE_VARIETY","INSTANCE_COMPLEXITY","AUDIO_EVIDENCE","TEXT_EVIDENCE","NON_ENG_SPEECH","NON_ENG_TEXT"
"2688","NULL","NULL","people climbing a wall","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2689","NULL","NULL","child climbing a wall","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2690","NULL","NULL","person climbing a wall","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2692","NULL","NULL","person climbing a rock-face","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2693","NULL","NULL","person climbing a rock face","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2695","NULL","NULL","man does two somersaults","Amateur Footage","SPORTS","","","","","","","","",""
"2696","NULL","NULL","man doing backflips","Amateur Footage","SPORTS","","","","","","","","",""
"2699","NULL","NULL","boy bobbing for apples","Home Video","GAMES","","","","","","","","",""
"2701","NULL","NULL","people sledding down a hill","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2704","P003","positive","We see a 'warning' saying the men in the video are making cake, then there's time lapse footage of them mixing the ingredients and placing them in an oven. A song plays in this video in which all the ","Home Video","MED_10_EVENTS","","","","normal","normal","yes","yes","no","no"
"2709","P001","positive","Stop otion video of a group of guys setting up and taking down a dome-shaped cardboard shelter.","Amateur Footage","MED_10_EVENTS","","","","normal","normal","no","yes","no","no"
"2712","NULL","NULL","Footage of a group of young children playing indoor soccer.","Amateur Footage","SPORTS","","","","","","","","",""
"2717","NULL","NULL","Footage of two people working on a painting together.","Home Video","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2722","NULL","NULL","Footage of a girl drawing and reading a comic book outside.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"2725","NULL","NULL","Footage from a high school football game.","Home Video","SPORTS","","","","","","","","",""
"2726","NULL","NULL","Footage of a soccer game.","Amateur Footage","SPORTS","","","","","","","","",""
"2727","NULL","NULL","Footage of a family playing football on the beach.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2729","NULL","NULL","Footage of a pickup game of touch football.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"2733","P003","positive","a boy and a girl mix cake batter for a bithday cake for their father","Home Video","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"2734","P003","positive","Two women make a peach cake","Demonstration","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"2741","NULL","NULL","A little boy plays in a little tent made from a sheet and some chairs.","Home Video","INDOOR ACTIVITIES","","","","","","","","",""
"2744","NULL","NULL","singing hapy birthday to little child","Home Video","CELEBRATION","","","","","","","","",""
"2747","P001","positive","Two people set up a large outdoor tent.","Home Video","MED_10_EVENTS","","","","normal","normal","no","yes","no","no"
"2754","NULL","NULL","A boy runs up to a softball feild and films a girl's at-bat, but she flies out.","Home Video","SPORTS","","","","","","","","",""
"2765","P003","positive","Aman talks to the camera and explains how and why he's making a cake from a box of cake mix.","Amateur Footage","MED_10_EVENTS","","","","normal","normal","yes","yes","no","yes"
"2770","P003","positive","man makes and sells baumkuchen","Advertisement (public domain)","MED_10_EVENTS","baumkuchen shop at night","tourists, shop owner/baker, baumkuchen oven","making baumkuchen, selling it","normal","normal","yes","no","yes","no"
"2777","NULL","NULL","cutting and serving cake at a family dinner","Home Video","FOOD & DRINK","","","","","","","","",""
"2779","P003","positive","chef making a cheesecake","Tutorial","MED_10_EVENTS","kitchen","chef, cheese cake ingredients, crust ingredients","displaying ingredients, combining ingredients, narration","normal","normal","yes","no","yes","no"
"2785","P003","positive","A video of a man mixing the filling for a cheesecake and baking it in an oven.","Home Video","MED_10_EVENTS","A small, dimly lit kitchen. Music is playing and people are talking in another room (in the background).","michael, bowl, cheesechake, filling, crust, spring-form pan, oven, towel, counter","baking, making cheesecake, cooking","normal","normal","yes","no","no","no"
"2787","P003","positive","A woman makes a chocolate cheesecake, first the crust and then the filling. The woman decorates the cake with chocolate. She serves the cheesecake to her family. Text instructions.","Tutorial","MED_10_EVENTS","kitchen, kitchen counter, living room","woman, bowl, measuring cup, ingredients, crust, spring-form pan, filling, whisk, spoon, aluminum foil, refridgerator, chocolate, double boiler, pan, stove, stovetop, milk, hand mixer, spatula, family,","cooking, baking, decorating","normal","normal","no","yes","no","no"
"2790","NULL","NULL","A woman shows a group of people the food set out for a thanksgiving dinner.","Home Video","CELEBRATION","","","","","","","","",""
"2792","P003","positive","A video of a number of people making a sort of cheesecake from a shortage of ingredients, then eating it.","Home Video","MED_10_EVENTS","outdoors","ingredients, cheesecake, silverware, bowl, filling","mixing, cooking","normal","normal","yes","yes","no","no"
"2793","NULL","NULL","a video of two boys having a contest trying to eat the most battenburg cake.","Home Video","FOOD & DRINK","","","","","","","","",""
"2795","P003","positive","man makes small lemon cakes","Tutorial","MED_10_EVENTS","indoors in a home kitchen","ingredients, bowls, spoon, mixers, cake pan, oven","selecting ingredients, combining ingredients, pouring batter into pan, putting cake into oven, removing cake from oven","normal","normal","yes","yes","yes","yes"
"2797","P003","near_miss","A woman and a girl are filmed mixing cake batter.","Home Video","MED_10_EVENTS","a kitchen counter","woman, girl, child, chef's hat, hat, hand mixer, bowl, batter, apron","mixing","normal","normal","yes","no","no","no"
"2798","NULL","NULL","A girl in a princess outfit decorates and adds candles to toy cupcakes.","Home Video","Decorating, not cake.","","","","","","","","",""
"2800","P003","positive","A video of people mixing cupcakes, baking them, and filling them with a lemon filling.","Home Video","MED_10_EVENTS","kitchen","man, cupcakes, pans, bowl, mixer, lemon zest, ingradients, filling","mixing, baking, filling","normal","normal","no","yes","no","no"
"2803","P003","positive","A girl and boy are dancing and decorating cupcakes with icing and sprinkles while a woman supervises","Home Video","MED_10_EVENTS","a family kitchen","woman, boy, girl, children, cupcakes, icing, knife","dancing, decorating","normal","normal","not_sure","no","no","no"
"2808","NULL","NULL","A boy and his mother use a hand mixer to mix cookie dough.","Home Video","FOOD & DRINK","","","","","","","","",""
"2813","NULL","NULL","A young girl puts chocolate chips on cookie dough batter.","Home Video","Decorating, not cake.","","","","","","","","",""
"2815","P001","positive","people set up a huge canopy iin a parking lot","Amateur Footage","MED_10_EVENTS","outdoors, parking lot","people, cars, tent, poles, lfags","people prop up poles to set up a large canopy","normal","normal","no","no","no","no"
"2819","NULL","NULL","A boy rolls out cookie dough and peirces it with a fork.","Home Video","FOOD & DRINK","","","","","","","","",""
"2820","NULL","NULL","A boy eats cookies while standing on a stepladder.","Home Video","CHILDREN","","","","","","","","",""
"2821","P001","positive","man sets up tarp shelter in refugee camp","Amateur Footage","MED_10_EVENTS","outdoors, refugee camp","sheets, trees, people, tarp, branches","people set up tarp between trees as a shelter","normal","normal","yes","no","no","no"
"2822","NULL","NULL","A girl decorates cookies with sprinkles before baking them.","Home Video","Decorating, not cake.","","","","","","","","",""
"2823","NULL","NULL","A little girl puts cookie dough on a pan.","Home Video","FOOD & DRINK","","","","","","","","",""
"2824","NULL","NULL","various outdoor performances","Performance","PERFORMANCE","","","","","","","","",""
"2827","P001","positive","two people set up a tent for camping","Amateur Footage","MED_10_EVENTS","oudoors, wilderness campsite","two people, tent poles, tent, bench","people assemble tent poles, put up tent, stake tent down","normal","normal","no","no","no","no"
"2841","P003","positive","woman shows how to make chocolate log cake","Tutorial","MED_10_EVENTS","indoors in a home kitchen","ingredients, bowls, spoons, mixers, cake pan, oven","combining ingredients, pouring batter into pan, putting cake into oven, removing cake from oven, decorating cake","normal","normal","yes","yes","yes","yes"
"2843","NULL","NULL","two people dancing together","Amateur Footage","DANCE","","","","","","","","",""
"2844","NULL","NULL","two people dancing together in front of a crowd","Amateur Footage","DANCE","","","","","","","","",""
"2845","NULL","NULL","breakdancing montage","Performance","DANCE","","","","","","","","",""
"2847","NULL","NULL","a series of breakdancing performances","Performance","DANCE","","","","","","","","",""
"2852","NULL","NULL","man getting his hair cut","Home Video","GROOMING","","","","","","","","",""
"2853","NULL","NULL","man getting his hair cut","Home Video","GROOMING","","","","","","","","",""
"2855","NULL","NULL","person tuning a guitar","Home Video","MUSIC","","","","","","","","",""
"2859","NULL","NULL","child learning to change a tire","Home Video","VEHICLES","","","","","","","","",""
"2860","NULL","NULL","a man fixing power lines","Amateur Footage","CONSTRUCTION","","","","","","","","",""
"2861","NULL","NULL","people fixing plumbing","Amateur Footage","CONSTRUCTION","","","","","","","","",""
"3000","NULL","NULL","Girl submerged in bathtub.","Home Video","CHILDREN","","","","","","","","",""
"3004","NULL","NULL","People bowling.","Home Video","SPORTS","","","","","","","","",""
"3005","NULL","NULL","Still shot video of friends singing kareoke.","Home Video","CELEBRATION","","","","","","","","",""
"3008","NULL","NULL","Vimeo workers do impressions.","Amateur Footage","PERFORMANCE","","","","","","","","",""
"3009","NULL","NULL","Woman looks at animal tracks in snow with kids.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3010","NULL","NULL","Woman looks out window at falling snow.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3023","NULL","NULL","Japanese acrobats","Home Video","SPORTS","","","","","","","","",""
"3028","NULL","NULL","Dodgeball game.","Home Video","INDOOR ACTIVITIES","","","","","","","","",""
"3033","NULL","NULL","Driving in a Subaru.","Home Video","VEHICLES","","","","","","","","",""
"3068","P003","positive","Video blog telling the story of his attempt at making a strawberry cake.","Video Blog","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"3069","P001","positive","Setting up a tent in timelapse for a wedding","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"3070","P001","positive","Aseembling a tent in timelapse","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"3079","P002","positive","At a youth baseball game, a batter hits a home run","Home Video","MED_10_EVENTS","","","","normal","normal","yes","yes","yes","no"
"3080","NULL","NULL","A boy whisks together butter and eggs in a bowl for cookies.","Home Video","FOOD & DRINK","","","","","","","","",""
"3086","NULL","NULL","Little kids playing soccer","Home Video","SPORTS","","","","","","","","",""
"3089","NULL","NULL","A girl rolls out cookie dough","Home Video","FOOD & DRINK","","","","","","","","",""
"3093","NULL","NULL","People decorating cookies.","Home Video","Decorating, not cake.","","","","","","","","",""
"3101","NULL","NULL","A woman, a man, and two children measure ingredients.","Home Video","FOOD & DRINK","","","","","","","","",""
"3102","NULL","NULL","Little kids playing with a soccer ball","Home Video","SPORTS","","","","","","","","",""
"3104","NULL","NULL","A man cuts his hair using an Aircut.","Demonstration","GROOMING","","","","","","","","",""
"3105","NULL","NULL","Sped up video of a man getting a Flowbee hair cut.","Home Video","GROOMING","","","","","","","","",""
"3121","NULL","NULL","A kid snowboards down a hill.","Home Video","SPORTS","","","","","","","","",""
"3122","NULL","NULL","A man practices putting.","Home Video","SPORTS","","","","","","","","",""
"3125","NULL","NULL","A man tries to golf with bowling balls.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3128","NULL","NULL","Several guys play frisbee and golf while hanging out.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3130","NULL","NULL","Girls playing badminton","Home Video","SPORTS","","","","","","","","",""
"3133","NULL","NULL","Girls playing soccer","Home Video","SPORTS","","","","","","","","",""
"3138","P003","positive","Making a cake","Home Video","MED_10_EVENTS","","","","normal","normal","no","yes","no","no"
"3139","NULL","NULL","A soldier on guard marching back and forth.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3140","NULL","NULL","A military unit brigade & bnd marching.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3141","NULL","NULL","German video of students playing golf.","Video Blog","SPORTS","","","","","","","","",""
"3142","NULL","NULL","A boy tackling his father.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3144","NULL","NULL","Kids play golf.","Home Video","SPORTS","","","","","","","","",""
"3145","NULL","NULL","a man ringing a bell.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3147","NULL","NULL","People sled and snowboard.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3149","NULL","NULL","A bunch of ladies expressing thier happiness ontop of the Eifel Tower in Paris, France.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3152","NULL","NULL","People bungee jumping off  near Victoria Falls.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3153","NULL","NULL","A mens' field hockey game.","Amateur Footage","SPORTS","","","","","","","","",""
"3156","NULL","NULL","Swimming in Devil's Pool ( Victoria Falls, Zambia ).","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3159","NULL","NULL","A female skeet shooting.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3166","NULL","NULL","Kids play field hockey.","Home Video","SPORTS","","","","","","","","",""
"3167","NULL","NULL","A video exploring the culture & roles of women of Transylvania.","Performance","INFORMATIVE","","","","","","","","",""
"3175","NULL","NULL","A toddler plays hockey in a barn.","Home Video","INDOOR ACTIVITIES","","","","","","","","",""
"3177","NULL","NULL","A motorcyle 'gang' in Japan & people crossing the street.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3178","NULL","NULL","A family plays hockey in the street.","Home Video","SPORTS","","","","","","","","",""
"3186","NULL","NULL","Little kids playing soccer","Home Video","SPORTS","","","","","","","","",""
"3188","NULL","NULL","A investigation into the best Cheesteak est. in Philadelphia.","Performance","FOOD & DRINK","","","","","","","","",""
"3193","NULL","NULL","Two females singing in Rittenhouse Square,, Philadelphia.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3195","NULL","NULL","Little kids playing soccer","Home Video","SPORTS","","","","","","","","",""
"3197","NULL","NULL","A look into the Mummers' Parade in Philadelphia.","Performance","INFORMATIVE","","","","","","","","",""
"3200","NULL","NULL","Street footage of protesting of the 2008 Olympic Torch  in San Francisco, CA.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3202","NULL","NULL","Footage of the Olympic Torch Run in Canada.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3203","NULL","NULL","Little kids playing soccer","Home Video","SPORTS","","","","","","","","",""
"3206","NULL","NULL","Little kids playing soccer","Home Video","SPORTS","","","","","","","","",""
"3207","NULL","NULL","Shots on soccer goal","Home Video","SPORTS","","","","","","","","",""
"3208","NULL","NULL","A male high jumper competing.","Amateur Footage","SPORTS","","","","","","","","",""
"3213","NULL","NULL","US Military boot camp.","Performance","OUTDOOR ACTIVITIES","","","","","","","","",""
"3214","NULL","NULL","Paintball match.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3215","NULL","NULL","A man at a grocery store.","Amateur Footage","INDOOR ACTIVITIES","","","","","","","","",""
"3219","NULL","NULL","A skit on asking a stranger for directions.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3220","NULL","NULL","A man securing a dirt bike into a passenger vehicle.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3221","NULL","NULL","A brief presentation on the 't-h' sounds in the english language.","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3222","NULL","NULL","A female getting a 'wedgie' from her friends while attending a cookout.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3224","NULL","NULL","A couple dancing , kissing, embracing, and making a proposal outside under a tree.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3225","NULL","NULL","Time lapse video of assembling multiple furniture pieces.","Performance","INDOOR ACTIVITIES","","","","","","","","",""
"3226","NULL","NULL","A man starting up & driving a 1970's Camaro.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3256","P001","positive","A series of stills depicting the building of a shelter among many other survival skills.","Home Video","MED_10_EVENTS","","","","normal","normal","no","yes","no","no"
"3257","P001","positive","A man demonstrates 'ho to build a survival shelter'","Amateur Footage","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"3282","P003","positive","how to make an upside down pineapple cake","Demonstration","MED_10_EVENTS","kitchen","butter, sugar, eggs, pineapple, juice, flour, rum","pouring, mixing, baking, adding, drizzling, carmelizing","normal","normal","yes","no","yes","no"
"3283","P003","positive","how to make a lemon cake","Demonstration","MED_10_EVENTS","table","chef Jean-Mi, lemon, egg, spatula","grating, stirring, mixing, baking","normal","normal","yes","no","yes","no"
"3286","NULL","NULL","a man and his electric toothbrush","Home Video","GROOMING","","","","","","","","",""
"3298","NULL","NULL","Kids' basketball game.","Home Video","SPORTS","","","","","","","","",""
"3299","NULL","NULL","Kids' basketball game.","Home Video","SPORTS","","","","","","","","",""
"3301","NULL","NULL","A kids' gym class basketball game.","Home Video","SPORTS","","","","","","","","",""
"3303","NULL","NULL","A basketball game.","Home Video","SPORTS","","","","","","","","",""
"3305","NULL","NULL","5 men play basketball.","Home Video","SPORTS","","","","","","","","",""
"3309","NULL","NULL","A toddler plays basketball in his living room.","Home Video","CHILDREN","","","","","","","","",""
"3316","NULL","NULL","Man plays raquetball","Home Video","INDOOR ACTIVITIES","","","","","","","","",""
"3317","NULL","NULL","Video of interviews and protestors at rally.","Home Video","RALLY/PROTEST","","","","","","","","",""
"3318","NULL","NULL","Teens skateboarding","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3319","NULL","NULL","Kids skating on ramps.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3322","NULL","NULL","Water rocket launch","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3324","NULL","NULL","Kids skateboarding.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3325","NULL","NULL","People riding a carousel.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3326","NULL","NULL","Mom helps daughter ride carousel.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3327","NULL","NULL","Two women food shop and act like children.","Home Video","SHOPPING","","","","","","","","",""
"3339","P003","positive","Two boys make cupcakes from a box of cupcake mix","Home Video","MED_10_EVENTS","kitchen","boys, cupcake mix, bowl, mixer, scissors, oven, ingredients, pans","assembling ingredients, mixing, making cupcakes, baking cake, scooping","normal","normal","yes","yes","no","no"
"3342","P003","positive","four women of a range of ages mix cake batter and put it in cupcake pans, then bake, ice, and eat cupcakes","Home Video","MED_10_EVENTS","kitchen","women, girls, children, pans, bowl, camera, aprons, ingredients, milk, eggs, spoon, oven, cupcakes, icing,","mixing batter, pouring batter, baking cupcakes, icing cupcakes, eating cupcakes","normal","normal","no","no","no","no"
"3343","P003","near_miss","a boy decorates cupcakes with icing and sprinkles","Home Video","MED_10_EVENTS","kitchen","boy, cupcakes, icing, sprinkles, cooling rack, bowl","decorating cupcakes, tasting cupcakes, icing cupcakes","normal","normal","yes","no","no","no"
"3345","NULL","NULL","A women reviews goody bags thatshe recieved from various events that she attended.","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3346","NULL","NULL","A person crocheting.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3350","NULL","NULL","A demo of watermelon carving.","Demonstration","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3359","NULL","NULL","A person drawing.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3361","P003","positive","women making a cheesecake","Home Video","MED_10_EVENTS","home kitchen","two girls, mixing bowls, spoons, microwave, cake pan","mixing cake ingredients, eating cake","normal","normal","yes","no","no","no"
"3362","P003","positive","still shots of steps to making a cheesecake","Tutorial","MED_10_EVENTS","home kitchen","woman, cake ingredients","shows steps to making a cheesecake","normal","normal","no","yes","no","no"
"3394","NULL","NULL","Kids playing cards","Home Video","GAMES","","","","","","","","",""
"3396","NULL","NULL","People playing a card game","Home Video","GAMES","","","","","","","","",""
"3406","NULL","NULL","Someone playing the card game TAKI","Home Video","GAMES","","","","","","","","",""
"3428","NULL","NULL","A chess game without people in stop motion","Home Video","GAMES","","","","","","","","",""
"3431","NULL","NULL","A person 'throwing' a clay piece on the wheel.","Demonstration","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3433","NULL","NULL","a man tries indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3438","NULL","NULL","People playing chess","Home Video","GAMES","","","","","","","","",""
"3439","NULL","NULL","A woman eats using chopsticks.","Home Video","GAMES","","","","","","","","",""
"3441","NULL","NULL","Two people playing chess","Home Video","GAMES","","","","","","","","",""
"3443","NULL","NULL","People playing on a life-size chess board","Home Video","GAMES","","","","","","","","",""
"3448","NULL","NULL","Video of a funnel cloud approaching.","Home Video","DISASTER","","","","","","","","",""
"3458","NULL","NULL","Soldiers get leave a burning Jeep that then blows up with the driver inside.","Other","DISASTER","","","","","","","","",""
"3479","NULL","NULL","people climbing in a tree","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3480","NULL","NULL","person climbing a tree","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3481","NULL","NULL","people climbing in a tree","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3482","NULL","NULL","person climbing a tree","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3483","NULL","NULL","child climbing a tree","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3484","NULL","NULL","man climbing a palm tree","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3491","NULL","NULL","people hitting golfballs","Amateur Footage","SPORTS","","","","","","","","",""
"3498","NULL","NULL","person performing a golfball trick","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3501","NULL","NULL","Japanese news report of a funnel cloud that formed in the middle of a soccer game.","Other","DISASTER","","","","","","","","",""
"3502","NULL","NULL","Video of tornado storm clouds taken while driving.","Amateur Footage","DISASTER","","","","","","","","",""
"3506","NULL","NULL","people constructing a house","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3508","NULL","NULL","people construct a wall","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3509","NULL","NULL","people building a wall out of mud","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3518","NULL","NULL","people build a greenhouse","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3519","NULL","NULL","people build a wooden house","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3525","NULL","NULL","an orchestra plays and then a man speaks (not in English)","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3528","NULL","NULL","interview with a music group","Interview","INFORMATIVE","","","","","","","","",""
"3529","NULL","NULL","informational video about military dogs","Interview","INFORMATIVE","","","","","","","","",""
"3530","NULL","NULL","interview with a military officer","Interview","INFORMATIVE","","","","","","","","",""
"3532","NULL","NULL","Wedding Ceremony - a bride and groom with a crowd of people behind them sitting in chairs pose in front of a cameraman and annoucer. The crowd celebrates as the announcer speaks. (all dialogue in Chin","Home Video","CELEBRATION","","","","","","","","",""
"3534","NULL","NULL","A family celebrates around a coffee table as Georgia wins game. Music blares in the background.","Home Video","CELEBRATION","","","","","","","","",""
"3536","NULL","NULL","Firefighters put out a dumpster fire.","Home Video","DISASTER","","","","","","","","",""
"3538","NULL","NULL","A firefighter puts out a rowhouse fire.","Home Video","DISASTER","","","","","","","","",""
"3539","NULL","NULL","Firefighters enter a house on fire.","Home Video","DISASTER","","","","","","","","",""
"3543","NULL","NULL","A man making performance art","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3544","NULL","NULL","A performer in the streets of China.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3546","NULL","NULL","Performance Art in the middle of a street.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3548","NULL","NULL","A video of two women weaving.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3549","NULL","NULL","People jump and dance around a fire and throw things into it.","Home Video","DANCE","","","","","","","","",""
"3554","NULL","NULL","A male catortionist performing.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3555","NULL","NULL","A femal contortionist.","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3559","NULL","NULL","A kid does bike tricks at a skate park.","Home Video","OUTDOOR ACTIVITIES","","","","","","","","",""
"3561","NULL","NULL","A grab-bag at a wireless store.","Amateur Footage","GAMES","","","","","","","","",""
"3563","NULL","NULL","Two people racing in power chairs.","Amateur Footage","COMPETITION","","","","","","","","",""
"3566","NULL","NULL","A bicyclist tries to execute a trick a few times before successfully landing it.","Amateur Footage","SPORTS","","","","","","","","",""
"3567","NULL","NULL","People on a beach in Cyprus.","Amateur Footage","OUTDOOR ACTIVITIES","","","","","","","","",""
"3569","NULL","NULL","A band playing","Amateur Footage","MUSIC","","","","","","","","",""
"3574","NULL","NULL","A drum squad marching.","Amateur Footage","MUSIC","","","","","","","","",""
"3576","NULL","NULL","A live performance of a two piece band.","Amateur Footage","MUSIC","","","","","","","","",""
"3578","NULL","NULL","A DJ performing.","Performance","MUSIC","","","","","","","","",""
"3579","NULL","NULL","A man gives a demo on how to scratch records.","Performance","MUSIC","","","","","","","","",""
"3581","NULL","NULL","A man mixes music.","Performance","MUSIC","","","","","","","","",""
"3585","NULL","NULL","A group tries indoor skydiving.","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3586","NULL","NULL","A few different men enjoy indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3597","NULL","NULL","A group of friends enjoys indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3599","NULL","NULL","A group of friends enjoys indoor skydiving","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3600","NULL","NULL","lecture clip","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3601","NULL","NULL","singing happy birthday with cake","Amateur Footage","CELEBRATION","","","","","","","","",""
"3602","NULL","NULL","educational video about Buckingham palace","Other","INFORMATIVE","","","","","","","","",""
"3603","NULL","NULL","A video featuring several peopl showing off their indoor skydiving skills","Demonstration","INDOOR ACTIVITIES","","","","","","","","",""
"3618","NULL","NULL","People observe fireworks celebrating the fourth of July in downtown Chicago.","Home Video","CELEBRATION","","","","","","","","",""
"3625","NULL","NULL","Footage of steer wresting at a rodeo","Demonstration","SPORTS","","","","","","","","",""
"3626","NULL","NULL","A person attempts to keep flood water out of the house with a push broom.","Home Video","DISASTER","","","","","","","","",""
"3632","NULL","NULL","building a mantle","Home Video","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3637","NULL","NULL","medieval crane demonstration","Demonstration","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"3638","NULL","NULL","people improving the outside of a home","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3643","NULL","NULL","Man fixes TV.","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
"3650","NULL","NULL","lecturer plays music","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3651","NULL","NULL","interview about technology in education","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3653","NULL","NULL","people build a deck addition on to their home","Amateur Footage","CONSTRUCTION/HOME REPAIR","","","","","","","","",""
"3655","NULL","NULL","presentation about non-violence","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3656","NULL","NULL","lecture about environmental economics","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3659","NULL","NULL","lecture in German","Lecture/Presentation","INFORMATIVE","","","","","","","","",""
"3660","NULL","NULL","Man replaces hard drive on iMac G5.","Home Video","EQUIPMENT REPAIR/MAINTENANCE","","","","","","","","",""
