"TrialID","ClipID","EventID"
"2499.P002","2499","P002"
"2499.P003","2499","P003"
"2516.P001","2516","P001"
"2516.P002","2516","P002"
"2516.P003","2516","P003"
"2518.P001","2518","P001"
"2518.P002","2518","P002"
"2518.P003","2518","P003"
"2525.P001","2525","P001"
"2525.P002","2525","P002"
"2525.P003","2525","P003"
"2530.P001","2530","P001"
"2530.P002","2530","P002"
"2530.P003","2530","P003"
"2534.P001","2534","P001"
"2534.P002","2534","P002"
"2534.P003","2534","P003"
"2539.P001","2539","P001"
"2539.P002","2539","P002"
"2539.P003","2539","P003"
"2551.P001","2551","P001"
"2551.P002","2551","P002"
"2551.P003","2551","P003"
"2558.P001","2558","P001"
"2558.P002","2558","P002"
"2558.P003","2558","P003"
"2561.P001","2561","P001"
"2561.P002","2561","P002"
"2561.P003","2561","P003"
"2565.P001","2565","P001"
"2565.P002","2565","P002"
"2565.P003","2565","P003"
"2567.P001","2567","P001"
"2567.P002","2567","P002"
"2567.P003","2567","P003"
"2579.P001","2579","P001"
"2579.P002","2579","P002"
"2579.P003","2579","P003"
"2582.P001","2582","P001"
"2582.P002","2582","P002"
"2582.P003","2582","P003"
"2589.P001","2589","P001"
"2589.P002","2589","P002"
"2589.P003","2589","P003"
"2593.P001","2593","P001"
"2593.P002","2593","P002"
"2593.P003","2593","P003"
"2594.P001","2594","P001"
"2594.P002","2594","P002"
"2594.P003","2594","P003"
"2596.P001","2596","P001"
"2596.P002","2596","P002"
"2596.P003","2596","P003"
"2597.P001","2597","P001"
"2597.P002","2597","P002"
"2597.P003","2597","P003"
"2598.P001","2598","P001"
"2598.P002","2598","P002"
"2598.P003","2598","P003"
"2600.P001","2600","P001"
"2600.P002","2600","P002"
"2600.P003","2600","P003"
"2603.P001","2603","P001"
"2603.P002","2603","P002"
"2603.P003","2603","P003"
"2611.P001","2611","P001"
"2611.P002","2611","P002"
"2611.P003","2611","P003"
"2619.P001","2619","P001"
"2619.P002","2619","P002"
"2619.P003","2619","P003"
"2621.P001","2621","P001"
"2621.P002","2621","P002"
"2621.P003","2621","P003"
"2623.P001","2623","P001"
"2623.P002","2623","P002"
"2623.P003","2623","P003"
"2636.P001","2636","P001"
"2636.P002","2636","P002"
"2636.P003","2636","P003"
"2637.P001","2637","P001"
"2637.P002","2637","P002"
"2637.P003","2637","P003"
"2640.P001","2640","P001"
"2640.P002","2640","P002"
"2640.P003","2640","P003"
"2641.P001","2641","P001"
"2641.P002","2641","P002"
"2641.P003","2641","P003"
"2642.P001","2642","P001"
"2642.P002","2642","P002"
"2642.P003","2642","P003"
"2645.P001","2645","P001"
"2645.P002","2645","P002"
"2645.P003","2645","P003"
"2646.P001","2646","P001"
"2646.P002","2646","P002"
"2646.P003","2646","P003"
"2648.P001","2648","P001"
"2648.P002","2648","P002"
"2648.P003","2648","P003"
"2652.P001","2652","P001"
"2652.P002","2652","P002"
"2652.P003","2652","P003"
"2654.P001","2654","P001"
"2654.P002","2654","P002"
"2654.P003","2654","P003"
"2656.P001","2656","P001"
"2656.P002","2656","P002"
"2656.P003","2656","P003"
"2668.P001","2668","P001"
"2668.P002","2668","P002"
"2668.P003","2668","P003"
"2670.P001","2670","P001"
"2670.P002","2670","P002"
"2670.P003","2670","P003"
"2672.P001","2672","P001"
"2672.P002","2672","P002"
"2672.P003","2672","P003"
"2673.P001","2673","P001"
"2673.P002","2673","P002"
"2673.P003","2673","P003"
"2678.P001","2678","P001"
"2678.P002","2678","P002"
"2678.P003","2678","P003"
"2683.P001","2683","P001"
"2683.P002","2683","P002"
"2683.P003","2683","P003"
"2688.P001","2688","P001"
"2688.P002","2688","P002"
"2688.P003","2688","P003"
"2689.P001","2689","P001"
"2689.P002","2689","P002"
"2689.P003","2689","P003"
"2690.P001","2690","P001"
"2690.P002","2690","P002"
"2690.P003","2690","P003"
"2692.P001","2692","P001"
"2692.P002","2692","P002"
"2692.P003","2692","P003"
"2693.P001","2693","P001"
"2693.P002","2693","P002"
"2693.P003","2693","P003"
"2695.P001","2695","P001"
"2695.P002","2695","P002"
"2695.P003","2695","P003"
"2696.P001","2696","P001"
"2696.P002","2696","P002"
"2696.P003","2696","P003"
"2699.P001","2699","P001"
"2699.P002","2699","P002"
"2699.P003","2699","P003"
"2701.P001","2701","P001"
"2701.P002","2701","P002"
"2701.P003","2701","P003"
"2704.P001","2704","P001"
"2704.P002","2704","P002"
"2704.P003","2704","P003"
"2709.P001","2709","P001"
"2709.P002","2709","P002"
"2709.P003","2709","P003"
"2712.P001","2712","P001"
"2712.P002","2712","P002"
"2712.P003","2712","P003"
"2717.P001","2717","P001"
"2717.P002","2717","P002"
"2717.P003","2717","P003"
"2722.P001","2722","P001"
"2722.P002","2722","P002"
"2722.P003","2722","P003"
"2725.P001","2725","P001"
"2725.P002","2725","P002"
"2725.P003","2725","P003"
"2726.P001","2726","P001"
"2726.P002","2726","P002"
"2726.P003","2726","P003"
"2727.P001","2727","P001"
"2727.P002","2727","P002"
"2727.P003","2727","P003"
"2729.P001","2729","P001"
"2729.P002","2729","P002"
"2729.P003","2729","P003"
"2733.P001","2733","P001"
"2733.P002","2733","P002"
"2733.P003","2733","P003"
"2734.P001","2734","P001"
"2734.P002","2734","P002"
"2734.P003","2734","P003"
"2741.P001","2741","P001"
"2741.P002","2741","P002"
"2741.P003","2741","P003"
"2744.P001","2744","P001"
"2744.P002","2744","P002"
"2744.P003","2744","P003"
"2747.P001","2747","P001"
"2747.P002","2747","P002"
"2747.P003","2747","P003"
"2754.P001","2754","P001"
"2754.P002","2754","P002"
"2754.P003","2754","P003"
"2765.P001","2765","P001"
"2765.P002","2765","P002"
"2765.P003","2765","P003"
"2770.P001","2770","P001"
"2770.P002","2770","P002"
"2770.P003","2770","P003"
"2777.P001","2777","P001"
"2777.P002","2777","P002"
"2777.P003","2777","P003"
"2779.P001","2779","P001"
"2779.P002","2779","P002"
"2779.P003","2779","P003"
"2785.P001","2785","P001"
"2785.P002","2785","P002"
"2785.P003","2785","P003"
"2787.P001","2787","P001"
"2787.P002","2787","P002"
"2787.P003","2787","P003"
"2790.P001","2790","P001"
"2790.P002","2790","P002"
"2790.P003","2790","P003"
"2792.P001","2792","P001"
"2792.P002","2792","P002"
"2792.P003","2792","P003"
"2793.P001","2793","P001"
"2793.P002","2793","P002"
"2793.P003","2793","P003"
"2795.P001","2795","P001"
"2795.P002","2795","P002"
"2795.P003","2795","P003"
"2797.P001","2797","P001"
"2797.P002","2797","P002"
"2797.P003","2797","P003"
"2798.P001","2798","P001"
"2798.P002","2798","P002"
"2798.P003","2798","P003"
"2800.P001","2800","P001"
"2800.P002","2800","P002"
"2800.P003","2800","P003"
"2803.P001","2803","P001"
"2803.P002","2803","P002"
"2803.P003","2803","P003"
"2808.P001","2808","P001"
"2808.P002","2808","P002"
"2808.P003","2808","P003"
"2813.P001","2813","P001"
"2813.P002","2813","P002"
"2813.P003","2813","P003"
"2815.P001","2815","P001"
"2815.P002","2815","P002"
"2815.P003","2815","P003"
"2819.P001","2819","P001"
"2819.P002","2819","P002"
"2819.P003","2819","P003"
"2820.P001","2820","P001"
"2820.P002","2820","P002"
"2820.P003","2820","P003"
"2821.P001","2821","P001"
"2821.P002","2821","P002"
"2821.P003","2821","P003"
"2822.P001","2822","P001"
"2822.P002","2822","P002"
"2822.P003","2822","P003"
"2823.P001","2823","P001"
"2823.P002","2823","P002"
"2823.P003","2823","P003"
"2824.P001","2824","P001"
"2824.P002","2824","P002"
"2824.P003","2824","P003"
"2827.P001","2827","P001"
"2827.P002","2827","P002"
"2827.P003","2827","P003"
"2841.P001","2841","P001"
"2841.P002","2841","P002"
"2841.P003","2841","P003"
"2843.P001","2843","P001"
"2843.P002","2843","P002"
"2843.P003","2843","P003"
"2844.P001","2844","P001"
"2844.P002","2844","P002"
"2844.P003","2844","P003"
"2845.P001","2845","P001"
"2845.P002","2845","P002"
"2845.P003","2845","P003"
"2847.P001","2847","P001"
"2847.P002","2847","P002"
"2847.P003","2847","P003"
"2852.P001","2852","P001"
"2852.P002","2852","P002"
"2852.P003","2852","P003"
"2853.P001","2853","P001"
"2853.P002","2853","P002"
"2853.P003","2853","P003"
"2855.P001","2855","P001"
"2855.P002","2855","P002"
"2855.P003","2855","P003"
"2859.P001","2859","P001"
"2859.P002","2859","P002"
"2859.P003","2859","P003"
"2860.P001","2860","P001"
"2860.P002","2860","P002"
"2860.P003","2860","P003"
"2861.P001","2861","P001"
"2861.P002","2861","P002"
"2861.P003","2861","P003"
"3000.P001","3000","P001"
"3000.P002","3000","P002"
"3000.P003","3000","P003"
"3004.P001","3004","P001"
"3004.P002","3004","P002"
"3004.P003","3004","P003"
"3005.P001","3005","P001"
"3005.P002","3005","P002"
"3005.P003","3005","P003"
"3008.P001","3008","P001"
"3008.P002","3008","P002"
"3008.P003","3008","P003"
"3009.P001","3009","P001"
"3009.P002","3009","P002"
"3009.P003","3009","P003"
"3010.P001","3010","P001"
"3010.P002","3010","P002"
"3010.P003","3010","P003"
"3023.P001","3023","P001"
"3023.P002","3023","P002"
"3023.P003","3023","P003"
"3028.P001","3028","P001"
"3028.P002","3028","P002"
"3028.P003","3028","P003"
"3033.P001","3033","P001"
"3033.P002","3033","P002"
"3033.P003","3033","P003"
"3068.P001","3068","P001"
"3068.P002","3068","P002"
"3068.P003","3068","P003"
"3069.P001","3069","P001"
"3069.P002","3069","P002"
"3069.P003","3069","P003"
"3070.P001","3070","P001"
"3070.P002","3070","P002"
"3070.P003","3070","P003"
"3079.P001","3079","P001"
"3079.P002","3079","P002"
"3079.P003","3079","P003"
"3080.P001","3080","P001"
"3080.P002","3080","P002"
"3080.P003","3080","P003"
"3086.P001","3086","P001"
"3086.P002","3086","P002"
"3086.P003","3086","P003"
"3089.P001","3089","P001"
"3089.P002","3089","P002"
"3089.P003","3089","P003"
"3093.P001","3093","P001"
"3093.P002","3093","P002"
"3093.P003","3093","P003"
"3101.P001","3101","P001"
"3101.P002","3101","P002"
"3101.P003","3101","P003"
"3102.P001","3102","P001"
"3102.P002","3102","P002"
"3102.P003","3102","P003"
"3104.P001","3104","P001"
"3104.P002","3104","P002"
"3104.P003","3104","P003"
"3105.P001","3105","P001"
"3105.P002","3105","P002"
"3105.P003","3105","P003"
"3121.P001","3121","P001"
"3121.P002","3121","P002"
"3121.P003","3121","P003"
"3122.P001","3122","P001"
"3122.P002","3122","P002"
"3122.P003","3122","P003"
"3125.P001","3125","P001"
"3125.P002","3125","P002"
"3125.P003","3125","P003"
"3128.P001","3128","P001"
"3128.P002","3128","P002"
"3128.P003","3128","P003"
"3130.P001","3130","P001"
"3130.P002","3130","P002"
"3130.P003","3130","P003"
"3133.P001","3133","P001"
"3133.P002","3133","P002"
"3133.P003","3133","P003"
"3138.P001","3138","P001"
"3138.P002","3138","P002"
"3138.P003","3138","P003"
"3139.P001","3139","P001"
"3139.P002","3139","P002"
"3139.P003","3139","P003"
"3140.P001","3140","P001"
"3140.P002","3140","P002"
"3140.P003","3140","P003"
"3141.P001","3141","P001"
"3141.P002","3141","P002"
"3141.P003","3141","P003"
"3142.P001","3142","P001"
"3142.P002","3142","P002"
"3142.P003","3142","P003"
"3144.P001","3144","P001"
"3144.P002","3144","P002"
"3144.P003","3144","P003"
"3145.P001","3145","P001"
"3145.P002","3145","P002"
"3145.P003","3145","P003"
"3147.P001","3147","P001"
"3147.P002","3147","P002"
"3147.P003","3147","P003"
"3149.P001","3149","P001"
"3149.P002","3149","P002"
"3149.P003","3149","P003"
"3152.P001","3152","P001"
"3152.P002","3152","P002"
"3152.P003","3152","P003"
"3153.P001","3153","P001"
"3153.P002","3153","P002"
"3153.P003","3153","P003"
"3156.P001","3156","P001"
"3156.P002","3156","P002"
"3156.P003","3156","P003"
"3159.P001","3159","P001"
"3159.P002","3159","P002"
"3159.P003","3159","P003"
"3166.P001","3166","P001"
"3166.P002","3166","P002"
"3166.P003","3166","P003"
"3167.P001","3167","P001"
"3167.P002","3167","P002"
"3167.P003","3167","P003"
"3175.P001","3175","P001"
"3175.P002","3175","P002"
"3175.P003","3175","P003"
"3177.P001","3177","P001"
"3177.P002","3177","P002"
"3177.P003","3177","P003"
"3178.P001","3178","P001"
"3178.P002","3178","P002"
"3178.P003","3178","P003"
"3186.P001","3186","P001"
"3186.P002","3186","P002"
"3186.P003","3186","P003"
"3188.P001","3188","P001"
"3188.P002","3188","P002"
"3188.P003","3188","P003"
"3193.P001","3193","P001"
"3193.P002","3193","P002"
"3193.P003","3193","P003"
"3195.P001","3195","P001"
"3195.P002","3195","P002"
"3195.P003","3195","P003"
"3197.P001","3197","P001"
"3197.P002","3197","P002"
"3197.P003","3197","P003"
"3200.P001","3200","P001"
"3200.P002","3200","P002"
"3200.P003","3200","P003"
"3202.P001","3202","P001"
"3202.P002","3202","P002"
"3202.P003","3202","P003"
"3203.P001","3203","P001"
"3203.P002","3203","P002"
"3203.P003","3203","P003"
"3206.P001","3206","P001"
"3206.P002","3206","P002"
"3206.P003","3206","P003"
"3207.P001","3207","P001"
"3207.P002","3207","P002"
"3207.P003","3207","P003"
"3208.P001","3208","P001"
"3208.P002","3208","P002"
"3208.P003","3208","P003"
"3213.P001","3213","P001"
"3213.P002","3213","P002"
"3213.P003","3213","P003"
"3214.P001","3214","P001"
"3214.P002","3214","P002"
"3214.P003","3214","P003"
"3215.P001","3215","P001"
"3215.P002","3215","P002"
"3215.P003","3215","P003"
"3219.P001","3219","P001"
"3219.P002","3219","P002"
"3219.P003","3219","P003"
"3220.P001","3220","P001"
"3220.P002","3220","P002"
"3220.P003","3220","P003"
"3221.P001","3221","P001"
"3221.P002","3221","P002"
"3221.P003","3221","P003"
"3222.P001","3222","P001"
"3222.P002","3222","P002"
"3222.P003","3222","P003"
"3224.P001","3224","P001"
"3224.P002","3224","P002"
"3224.P003","3224","P003"
"3225.P001","3225","P001"
"3225.P002","3225","P002"
"3225.P003","3225","P003"
"3226.P001","3226","P001"
"3226.P002","3226","P002"
"3226.P003","3226","P003"
"3256.P001","3256","P001"
"3256.P002","3256","P002"
"3256.P003","3256","P003"
"3257.P001","3257","P001"
"3257.P002","3257","P002"
"3257.P003","3257","P003"
"3282.P001","3282","P001"
"3282.P002","3282","P002"
"3282.P003","3282","P003"
"3283.P001","3283","P001"
"3283.P002","3283","P002"
"3283.P003","3283","P003"
"3286.P001","3286","P001"
"3286.P002","3286","P002"
"3286.P003","3286","P003"
"3298.P001","3298","P001"
"3298.P002","3298","P002"
"3298.P003","3298","P003"
"3299.P001","3299","P001"
"3299.P002","3299","P002"
"3299.P003","3299","P003"
"3301.P001","3301","P001"
"3301.P002","3301","P002"
"3301.P003","3301","P003"
"3303.P001","3303","P001"
"3303.P002","3303","P002"
"3303.P003","3303","P003"
"3305.P001","3305","P001"
"3305.P002","3305","P002"
"3305.P003","3305","P003"
"3309.P001","3309","P001"
"3309.P002","3309","P002"
"3309.P003","3309","P003"
"3316.P001","3316","P001"
"3316.P002","3316","P002"
"3316.P003","3316","P003"
"3317.P001","3317","P001"
"3317.P002","3317","P002"
"3317.P003","3317","P003"
"3318.P001","3318","P001"
"3318.P002","3318","P002"
"3318.P003","3318","P003"
"3319.P001","3319","P001"
"3319.P002","3319","P002"
"3319.P003","3319","P003"
"3322.P001","3322","P001"
"3322.P002","3322","P002"
"3322.P003","3322","P003"
"3324.P001","3324","P001"
"3324.P002","3324","P002"
"3324.P003","3324","P003"
"3325.P001","3325","P001"
"3325.P002","3325","P002"
"3325.P003","3325","P003"
"3326.P001","3326","P001"
"3326.P002","3326","P002"
"3326.P003","3326","P003"
"3327.P001","3327","P001"
"3327.P002","3327","P002"
"3327.P003","3327","P003"
"3339.P001","3339","P001"
"3339.P002","3339","P002"
"3339.P003","3339","P003"
"3342.P001","3342","P001"
"3342.P002","3342","P002"
"3342.P003","3342","P003"
"3343.P001","3343","P001"
"3343.P002","3343","P002"
"3343.P003","3343","P003"
"3345.P001","3345","P001"
"3345.P002","3345","P002"
"3345.P003","3345","P003"
"3346.P001","3346","P001"
"3346.P002","3346","P002"
"3346.P003","3346","P003"
"3350.P001","3350","P001"
"3350.P002","3350","P002"
"3350.P003","3350","P003"
"3359.P001","3359","P001"
"3359.P002","3359","P002"
"3359.P003","3359","P003"
"3361.P001","3361","P001"
"3361.P002","3361","P002"
"3361.P003","3361","P003"
"3362.P001","3362","P001"
"3362.P002","3362","P002"
"3362.P003","3362","P003"
"3394.P001","3394","P001"
"3394.P002","3394","P002"
"3394.P003","3394","P003"
"3396.P001","3396","P001"
"3396.P002","3396","P002"
"3396.P003","3396","P003"
"3406.P001","3406","P001"
"3406.P002","3406","P002"
"3406.P003","3406","P003"
"3428.P001","3428","P001"
"3428.P002","3428","P002"
"3428.P003","3428","P003"
"3431.P001","3431","P001"
"3431.P002","3431","P002"
"3431.P003","3431","P003"
"3433.P001","3433","P001"
"3433.P002","3433","P002"
"3433.P003","3433","P003"
"3438.P001","3438","P001"
"3438.P002","3438","P002"
"3438.P003","3438","P003"
"3439.P001","3439","P001"
"3439.P002","3439","P002"
"3439.P003","3439","P003"
"3441.P001","3441","P001"
"3441.P002","3441","P002"
"3441.P003","3441","P003"
"3443.P001","3443","P001"
"3443.P002","3443","P002"
"3443.P003","3443","P003"
"3448.P001","3448","P001"
"3448.P002","3448","P002"
"3448.P003","3448","P003"
"3458.P001","3458","P001"
"3458.P002","3458","P002"
"3458.P003","3458","P003"
"3479.P001","3479","P001"
"3479.P002","3479","P002"
"3479.P003","3479","P003"
"3480.P001","3480","P001"
"3480.P002","3480","P002"
"3480.P003","3480","P003"
"3481.P001","3481","P001"
"3481.P002","3481","P002"
"3481.P003","3481","P003"
"3482.P001","3482","P001"
"3482.P002","3482","P002"
"3482.P003","3482","P003"
"3483.P001","3483","P001"
"3483.P002","3483","P002"
"3483.P003","3483","P003"
"3484.P001","3484","P001"
"3484.P002","3484","P002"
"3484.P003","3484","P003"
"3491.P001","3491","P001"
"3491.P002","3491","P002"
"3491.P003","3491","P003"
"3498.P001","3498","P001"
"3498.P002","3498","P002"
"3498.P003","3498","P003"
"3501.P001","3501","P001"
"3501.P002","3501","P002"
"3501.P003","3501","P003"
"3502.P001","3502","P001"
"3502.P002","3502","P002"
"3502.P003","3502","P003"
"3506.P001","3506","P001"
"3506.P002","3506","P002"
"3506.P003","3506","P003"
"3508.P001","3508","P001"
"3508.P002","3508","P002"
"3508.P003","3508","P003"
"3509.P001","3509","P001"
"3509.P002","3509","P002"
"3509.P003","3509","P003"
"3518.P001","3518","P001"
"3518.P002","3518","P002"
"3518.P003","3518","P003"
"3519.P001","3519","P001"
"3519.P002","3519","P002"
"3519.P003","3519","P003"
"3525.P001","3525","P001"
"3525.P002","3525","P002"
"3525.P003","3525","P003"
"3528.P001","3528","P001"
"3528.P002","3528","P002"
"3528.P003","3528","P003"
"3529.P001","3529","P001"
"3529.P002","3529","P002"
"3529.P003","3529","P003"
"3530.P001","3530","P001"
"3530.P002","3530","P002"
"3530.P003","3530","P003"
"3532.P001","3532","P001"
"3532.P002","3532","P002"
"3532.P003","3532","P003"
"3534.P001","3534","P001"
"3534.P002","3534","P002"
"3534.P003","3534","P003"
"3536.P001","3536","P001"
"3536.P002","3536","P002"
"3536.P003","3536","P003"
"3538.P001","3538","P001"
"3538.P002","3538","P002"
"3538.P003","3538","P003"
"3539.P001","3539","P001"
"3539.P002","3539","P002"
"3539.P003","3539","P003"
"3543.P001","3543","P001"
"3543.P002","3543","P002"
"3543.P003","3543","P003"
"3544.P001","3544","P001"
"3544.P002","3544","P002"
"3544.P003","3544","P003"
"3546.P001","3546","P001"
"3546.P002","3546","P002"
"3546.P003","3546","P003"
"3548.P001","3548","P001"
"3548.P002","3548","P002"
"3548.P003","3548","P003"
"3549.P001","3549","P001"
"3549.P002","3549","P002"
"3549.P003","3549","P003"
"3554.P001","3554","P001"
"3554.P002","3554","P002"
"3554.P003","3554","P003"
"3555.P001","3555","P001"
"3555.P002","3555","P002"
"3555.P003","3555","P003"
"3559.P001","3559","P001"
"3559.P002","3559","P002"
"3559.P003","3559","P003"
"3561.P001","3561","P001"
"3561.P002","3561","P002"
"3561.P003","3561","P003"
"3563.P001","3563","P001"
"3563.P002","3563","P002"
"3563.P003","3563","P003"
"3566.P001","3566","P001"
"3566.P002","3566","P002"
"3566.P003","3566","P003"
"3567.P001","3567","P001"
"3567.P002","3567","P002"
"3567.P003","3567","P003"
"3569.P001","3569","P001"
"3569.P002","3569","P002"
"3569.P003","3569","P003"
"3574.P001","3574","P001"
"3574.P002","3574","P002"
"3574.P003","3574","P003"
"3576.P001","3576","P001"
"3576.P002","3576","P002"
"3576.P003","3576","P003"
"3578.P001","3578","P001"
"3578.P002","3578","P002"
"3578.P003","3578","P003"
"3579.P001","3579","P001"
"3579.P002","3579","P002"
"3579.P003","3579","P003"
"3581.P001","3581","P001"
"3581.P002","3581","P002"
"3581.P003","3581","P003"
"3585.P001","3585","P001"
"3585.P002","3585","P002"
"3585.P003","3585","P003"
"3586.P001","3586","P001"
"3586.P002","3586","P002"
"3586.P003","3586","P003"
"3597.P001","3597","P001"
"3597.P002","3597","P002"
"3597.P003","3597","P003"
"3599.P001","3599","P001"
"3599.P002","3599","P002"
"3599.P003","3599","P003"
"3600.P001","3600","P001"
"3600.P002","3600","P002"
"3600.P003","3600","P003"
"3601.P001","3601","P001"
"3601.P002","3601","P002"
"3601.P003","3601","P003"
"3602.P001","3602","P001"
"3602.P002","3602","P002"
"3602.P003","3602","P003"
"3603.P001","3603","P001"
"3603.P002","3603","P002"
"3603.P003","3603","P003"
"3618.P001","3618","P001"
"3618.P002","3618","P002"
"3618.P003","3618","P003"
"3625.P001","3625","P001"
"3625.P002","3625","P002"
"3625.P003","3625","P003"
"3626.P001","3626","P001"
"3626.P002","3626","P002"
"3626.P003","3626","P003"
"3632.P001","3632","P001"
"3632.P002","3632","P002"
"3632.P003","3632","P003"
"3637.P001","3637","P001"
"3637.P002","3637","P002"
"3637.P003","3637","P003"
"3638.P001","3638","P001"
"3638.P002","3638","P002"
"3638.P003","3638","P003"
"3643.P001","3643","P001"
"3643.P002","3643","P002"
"3643.P003","3643","P003"
"3650.P001","3650","P001"
"3650.P002","3650","P002"
"3650.P003","3650","P003"
"3651.P001","3651","P001"
"3651.P002","3651","P002"
"3651.P003","3651","P003"
"3653.P001","3653","P001"
"3653.P002","3653","P002"
"3653.P003","3653","P003"
"3655.P001","3655","P001"
"3655.P002","3655","P002"
"3655.P003","3655","P003"
"3656.P001","3656","P001"
"3656.P002","3656","P002"
"3656.P003","3656","P003"
"3659.P001","3659","P001"
"3659.P002","3659","P002"
"3659.P003","3659","P003"
"3660.P001","3660","P001"
"3660.P002","3660","P002"
"3660.P003","3660","P003"
"3663.P001","3663","P001"
"3663.P002","3663","P002"
"3663.P003","3663","P003"
"3665.P001","3665","P001"
"3665.P002","3665","P002"
"3665.P003","3665","P003"
"3666.P001","3666","P001"
"3666.P002","3666","P002"
"3666.P003","3666","P003"
"3670.P001","3670","P001"
"3670.P002","3670","P002"
"3670.P003","3670","P003"
"3672.P001","3672","P001"
"3672.P002","3672","P002"
"3672.P003","3672","P003"
"3675.P001","3675","P001"
"3675.P002","3675","P002"
"3675.P003","3675","P003"
"3676.P001","3676","P001"
"3676.P002","3676","P002"
"3676.P003","3676","P003"
"3677.P001","3677","P001"
"3677.P002","3677","P002"
"3677.P003","3677","P003"
"3678.P001","3678","P001"
"3678.P002","3678","P002"
"3678.P003","3678","P003"
"3679.P001","3679","P001"
"3679.P002","3679","P002"
"3679.P003","3679","P003"
"3680.P001","3680","P001"
"3680.P002","3680","P002"
"3680.P003","3680","P003"
"3681.P001","3681","P001"
"3681.P002","3681","P002"
"3681.P003","3681","P003"
"3682.P001","3682","P001"
"3682.P002","3682","P002"
"3682.P003","3682","P003"
"3685.P001","3685","P001"
"3685.P002","3685","P002"
"3685.P003","3685","P003"
"3693.P001","3693","P001"
"3693.P002","3693","P002"
"3693.P003","3693","P003"
"3694.P001","3694","P001"
"3694.P002","3694","P002"
"3694.P003","3694","P003"
"3695.P001","3695","P001"
"3695.P002","3695","P002"
"3695.P003","3695","P003"
"3696.P001","3696","P001"
"3696.P002","3696","P002"
"3696.P003","3696","P003"
"3699.P001","3699","P001"
"3699.P002","3699","P002"
"3699.P003","3699","P003"
"3702.P001","3702","P001"
"3702.P002","3702","P002"
"3702.P003","3702","P003"
"3706.P001","3706","P001"
"3706.P002","3706","P002"
"3706.P003","3706","P003"
"3707.P001","3707","P001"
"3707.P002","3707","P002"
"3707.P003","3707","P003"
"3708.P001","3708","P001"
"3708.P002","3708","P002"
"3708.P003","3708","P003"
"3709.P001","3709","P001"
"3709.P002","3709","P002"
"3709.P003","3709","P003"
"3711.P001","3711","P001"
"3711.P002","3711","P002"
"3711.P003","3711","P003"
"3715.P001","3715","P001"
"3715.P002","3715","P002"
"3715.P003","3715","P003"
"3717.P001","3717","P001"
"3717.P002","3717","P002"
"3717.P003","3717","P003"
"3718.P001","3718","P001"
"3718.P002","3718","P002"
"3718.P003","3718","P003"
"3723.P001","3723","P001"
"3723.P002","3723","P002"
"3723.P003","3723","P003"
"3726.P001","3726","P001"
"3726.P002","3726","P002"
"3726.P003","3726","P003"
"3727.P001","3727","P001"
"3727.P002","3727","P002"
"3727.P003","3727","P003"
"3728.P001","3728","P001"
"3728.P002","3728","P002"
"3728.P003","3728","P003"
"3729.P001","3729","P001"
"3729.P002","3729","P002"
"3729.P003","3729","P003"
"3730.P001","3730","P001"
"3730.P002","3730","P002"
"3730.P003","3730","P003"
"3731.P001","3731","P001"
"3731.P002","3731","P002"
"3731.P003","3731","P003"
"3732.P001","3732","P001"
"3732.P002","3732","P002"
"3732.P003","3732","P003"
"3733.P001","3733","P001"
"3733.P002","3733","P002"
"3733.P003","3733","P003"
"3734.P001","3734","P001"
"3734.P002","3734","P002"
"3734.P003","3734","P003"
"3742.P001","3742","P001"
"3742.P002","3742","P002"
"3742.P003","3742","P003"
"3743.P001","3743","P001"
"3743.P002","3743","P002"
"3743.P003","3743","P003"
"3749.P001","3749","P001"
"3749.P002","3749","P002"
"3749.P003","3749","P003"
"3750.P001","3750","P001"
"3750.P002","3750","P002"
"3750.P003","3750","P003"
"3752.P001","3752","P001"
"3752.P002","3752","P002"
"3752.P003","3752","P003"
"3753.P001","3753","P001"
"3753.P002","3753","P002"
"3753.P003","3753","P003"
"3755.P001","3755","P001"
"3755.P002","3755","P002"
"3755.P003","3755","P003"
"3758.P001","3758","P001"
"3758.P002","3758","P002"
"3758.P003","3758","P003"
"3759.P001","3759","P001"
"3759.P002","3759","P002"
"3759.P003","3759","P003"
"3760.P001","3760","P001"
"3760.P002","3760","P002"
"3760.P003","3760","P003"
"3761.P001","3761","P001"
"3761.P002","3761","P002"
"3761.P003","3761","P003"
"3762.P001","3762","P001"
"3762.P002","3762","P002"
"3762.P003","3762","P003"
"3764.P001","3764","P001"
"3764.P002","3764","P002"
"3764.P003","3764","P003"
"3766.P001","3766","P001"
"3766.P002","3766","P002"
"3766.P003","3766","P003"
"3767.P001","3767","P001"
"3767.P002","3767","P002"
"3767.P003","3767","P003"
"3768.P001","3768","P001"
"3768.P002","3768","P002"
"3768.P003","3768","P003"
"3770.P001","3770","P001"
"3770.P002","3770","P002"
"3770.P003","3770","P003"
"3772.P001","3772","P001"
"3772.P002","3772","P002"
"3772.P003","3772","P003"
"3773.P001","3773","P001"
"3773.P002","3773","P002"
"3773.P003","3773","P003"
"3775.P001","3775","P001"
"3775.P002","3775","P002"
"3775.P003","3775","P003"
"3776.P001","3776","P001"
"3776.P002","3776","P002"
"3776.P003","3776","P003"
"3778.P001","3778","P001"
"3778.P002","3778","P002"
"3778.P003","3778","P003"
