"TrialID","Targ"
"3185.P003","n"
"3187.P001","n"
"3187.P002","n"
"3187.P003","n"
"3189.P001","n"
"3189.P002","n"
"3189.P003","n"
"3190.P001","n"
"3190.P002","n"
"3190.P003","n"
"3196.P001","n"
"3196.P002","n"
"3196.P003","n"
"3199.P001","n"
"3199.P002","n"
"3199.P003","n"
"3204.P001","n"
"3204.P002","n"
"3204.P003","n"
"3205.P001","n"
"3205.P002","n"
"3205.P003","n"
"3209.P001","n"
"3209.P002","n"
"3209.P003","n"
"3210.P001","n"
"3210.P002","n"
"3210.P003","n"
"3211.P001","n"
"3211.P002","n"
"3211.P003","n"
"3212.P001","n"
"3212.P002","n"
"3212.P003","n"
"3216.P001","n"
"3216.P002","n"
"3216.P003","n"
"3217.P001","n"
"3217.P002","n"
"3217.P003","n"
"3218.P001","n"
"3218.P002","n"
"3218.P003","n"
"3223.P001","n"
"3223.P002","n"
"3223.P003","n"
"3254.P001","y"
"3254.P002","n"
"3254.P003","n"
"3259.P001","n"
"3259.P002","n"
"3259.P003","n"
"3261.P001","n"
"3261.P002","n"
"3261.P003","n"
"3262.P001","n"
"3262.P002","n"
"3262.P003","n"
"3264.P001","n"
"3264.P002","n"
"3264.P003","n"
"3265.P001","n"
"3265.P002","n"
"3265.P003","n"
"3266.P001","n"
"3266.P002","n"
"3266.P003","n"
"3267.P001","n"
"3267.P002","n"
"3267.P003","n"
"3268.P001","n"
"3268.P002","n"
"3268.P003","n"
"3269.P001","n"
"3269.P002","n"
"3269.P003","n"
"3270.P001","n"
"3270.P002","n"
"3270.P003","n"
"3271.P001","n"
"3271.P002","n"
"3271.P003","n"
"3280.P001","n"
"3280.P002","n"
"3280.P003","y"
"3285.P001","n"
"3285.P002","n"
"3285.P003","n"
"3287.P001","n"
"3287.P002","n"
"3287.P003","n"
"3296.P001","n"
"3296.P002","n"
"3296.P003","n"
"3297.P001","n"
"3297.P002","n"
"3297.P003","n"
"3300.P001","n"
"3300.P002","n"
"3300.P003","n"
"3302.P001","n"
"3302.P002","n"
"3302.P003","n"
"3304.P001","n"
"3304.P002","n"
"3304.P003","n"
"3307.P001","n"
"3307.P002","n"
"3307.P003","n"
"3308.P001","n"
"3308.P002","n"
"3308.P003","n"
"3310.P001","n"
"3310.P002","n"
"3310.P003","n"
"3311.P001","n"
"3311.P002","n"
"3311.P003","n"
"3313.P001","n"
"3313.P002","n"
"3313.P003","n"
"3314.P001","n"
"3314.P002","n"
"3314.P003","n"
"3315.P001","n"
"3315.P002","n"
"3315.P003","n"
"3320.P001","n"
"3320.P002","n"
"3320.P003","n"
"3321.P001","n"
"3321.P002","n"
"3321.P003","n"
"3323.P001","n"
"3323.P002","n"
"3323.P003","n"
"3329.P001","n"
"3329.P002","n"
"3329.P003","n"
"3332.P001","n"
"3332.P002","n"
"3332.P003","n"
"3333.P001","n"
"3333.P002","n"
"3333.P003","n"
"3334.P001","n"
"3334.P002","n"
"3334.P003","n"
"3336.P001","n"
"3336.P002","n"
"3336.P003","y"
"3337.P001","n"
"3337.P002","n"
"3337.P003","y"
"3338.P001","n"
"3338.P002","n"
"3338.P003","y"
"3348.P001","n"
"3348.P002","n"
"3348.P003","n"
"3349.P001","n"
"3349.P002","n"
"3349.P003","n"
"3353.P001","n"
"3353.P002","n"
"3353.P003","n"
"3371.P001","n"
"3371.P002","n"
"3371.P003","n"
"3372.P001","n"
"3372.P002","n"
"3372.P003","n"
"3373.P001","n"
"3373.P002","n"
"3373.P003","n"
"3400.P001","n"
"3400.P002","n"
"3400.P003","n"
"3410.P001","n"
"3410.P002","n"
"3410.P003","n"
"3414.P001","n"
"3414.P002","n"
"3414.P003","n"
"3416.P001","n"
"3416.P002","n"
"3416.P003","n"
"3419.P001","n"
"3419.P002","n"
"3419.P003","n"
"3422.P001","n"
"3422.P002","n"
"3422.P003","n"
"3424.P001","n"
"3424.P002","n"
"3424.P003","n"
"3429.P001","n"
"3429.P002","n"
"3429.P003","n"
"3432.P001","n"
"3432.P002","n"
"3432.P003","n"
"3492.P001","n"
"3492.P002","n"
"3492.P003","n"
"3493.P001","n"
"3493.P002","n"
"3493.P003","n"
"3495.P001","n"
"3495.P002","n"
"3495.P003","n"
"3496.P001","n"
"3496.P002","n"
"3496.P003","n"
"3499.P001","n"
"3499.P002","n"
"3499.P003","n"
"3503.P001","n"
"3503.P002","n"
"3503.P003","n"
"3507.P001","n"
"3507.P002","n"
"3507.P003","n"
"3512.P001","n"
"3512.P002","n"
"3512.P003","n"
"3516.P001","n"
"3516.P002","n"
"3516.P003","n"
"3517.P001","n"
"3517.P002","n"
"3517.P003","n"
"3521.P001","n"
"3521.P002","n"
"3521.P003","n"
"3522.P001","n"
"3522.P002","n"
"3522.P003","n"
"3523.P001","n"
"3523.P002","n"
"3523.P003","n"
"3524.P001","n"
"3524.P002","n"
"3524.P003","n"
"3526.P001","n"
"3526.P002","n"
"3526.P003","n"
"3535.P001","n"
"3535.P002","n"
"3535.P003","n"
"3537.P001","n"
"3537.P002","n"
"3537.P003","n"
"3540.P001","n"
"3540.P002","n"
"3540.P003","n"
"3541.P001","n"
"3541.P002","n"
"3541.P003","n"
"3542.P001","n"
"3542.P002","n"
"3542.P003","n"
"3545.P001","n"
"3545.P002","n"
"3545.P003","n"
"3550.P001","n"
"3550.P002","n"
"3550.P003","n"
"3551.P001","n"
"3551.P002","n"
"3551.P003","n"
"3556.P001","n"
"3556.P002","n"
"3556.P003","n"
"3557.P001","n"
"3557.P002","n"
"3557.P003","n"
"3558.P001","n"
"3558.P002","n"
"3558.P003","n"
"3560.P001","n"
"3560.P002","n"
"3560.P003","n"
"3564.P001","n"
"3564.P002","n"
"3564.P003","n"
"3571.P001","n"
"3571.P002","n"
"3571.P003","n"
"3572.P001","n"
"3572.P002","n"
"3572.P003","n"
"3573.P001","n"
"3573.P002","n"
"3573.P003","n"
"3577.P001","n"
"3577.P002","n"
"3577.P003","n"
"3583.P001","n"
"3583.P002","n"
"3583.P003","n"
"3584.P001","n"
"3584.P002","n"
"3584.P003","n"
"3587.P001","n"
"3587.P002","n"
"3587.P003","n"
"3589.P001","n"
"3589.P002","n"
"3589.P003","n"
"3591.P001","n"
"3591.P002","n"
"3591.P003","n"
"3592.P001","n"
"3592.P002","n"
"3592.P003","n"
"3593.P001","n"
"3593.P002","n"
"3593.P003","n"
"3596.P001","n"
"3596.P002","n"
"3596.P003","n"
"3598.P001","n"
"3598.P002","n"
"3598.P003","n"
"3621.P001","n"
"3621.P002","n"
"3621.P003","n"
"3639.P001","n"
"3639.P002","n"
"3639.P003","n"
"3644.P001","n"
"3644.P002","n"
"3644.P003","n"
"3645.P001","n"
"3645.P002","n"
"3645.P003","n"
"3647.P001","n"
"3647.P002","n"
"3647.P003","n"
"3648.P001","n"
"3648.P002","n"
"3648.P003","n"
"3649.P001","n"
"3649.P002","n"
"3649.P003","n"
"3652.P001","n"
"3652.P002","n"
"3652.P003","n"
"3654.P001","n"
"3654.P002","n"
"3654.P003","n"
"3657.P001","n"
"3657.P002","n"
"3657.P003","n"
"3661.P001","n"
"3661.P002","n"
"3661.P003","n"
"3662.P001","n"
"3662.P002","n"
"3662.P003","n"
"3664.P001","n"
"3664.P002","n"
"3664.P003","n"
"3667.P001","n"
"3667.P002","n"
"3667.P003","n"
"3669.P001","n"
"3669.P002","n"
"3669.P003","n"
"3686.P001","n"
"3686.P002","n"
"3686.P003","n"
"3687.P001","n"
"3687.P002","n"
"3687.P003","n"
"3688.P001","n"
"3688.P002","n"
"3688.P003","n"
"3689.P001","n"
"3689.P002","n"
"3689.P003","n"
"3690.P001","n"
"3690.P002","n"
"3690.P003","n"
"3691.P001","n"
"3691.P002","n"
"3691.P003","n"
"3692.P001","n"
"3692.P002","n"
"3692.P003","n"
"3697.P001","n"
"3697.P002","n"
"3697.P003","n"
"3698.P001","n"
"3698.P002","n"
"3698.P003","n"
"3700.P001","n"
"3700.P002","n"
"3700.P003","n"
"3701.P001","n"
"3701.P002","n"
"3701.P003","n"
"3704.P001","n"
"3704.P002","n"
"3704.P003","n"
"3705.P001","n"
"3705.P002","n"
"3705.P003","n"
"3710.P001","n"
"3710.P002","n"
"3710.P003","n"
"3712.P001","n"
"3712.P002","n"
"3712.P003","n"
"3714.P001","n"
"3714.P002","n"
"3714.P003","n"
"3716.P001","n"
"3716.P002","n"
"3716.P003","n"
"3719.P001","n"
"3719.P002","n"
"3719.P003","n"
"3722.P001","n"
"3722.P002","n"
"3722.P003","n"
"3724.P001","n"
"3724.P002","n"
"3724.P003","n"
"3738.P001","n"
"3738.P002","n"
"3738.P003","n"
"3741.P001","n"
"3741.P002","n"
"3741.P003","n"
"3744.P001","n"
"3744.P002","n"
"3744.P003","n"
"3746.P001","n"
"3746.P002","n"
"3746.P003","n"
"3748.P001","n"
"3748.P002","n"
"3748.P003","n"
"3754.P001","n"
"3754.P002","n"
"3754.P003","n"
"3756.P001","n"
"3756.P002","n"
"3756.P003","n"
"3757.P001","n"
"3757.P002","n"
"3757.P003","n"
"3763.P001","n"
"3763.P002","n"
"3763.P003","n"
"3765.P001","n"
"3765.P002","n"
"3765.P003","n"
"3771.P001","n"
"3771.P002","n"
"3771.P003","n"
"3777.P001","n"
"3777.P002","n"
"3777.P003","n"
"3782.P001","n"
"3782.P002","n"
"3782.P003","n"
"3786.P001","n"
"3786.P002","n"
"3786.P003","n"
"3787.P001","n"
"3787.P002","n"
"3787.P003","n"
"3794.P001","n"
"3794.P002","n"
"3794.P003","n"
"3796.P001","n"
"3796.P002","n"
"3796.P003","n"
"3798.P001","n"
"3798.P002","n"
"3798.P003","n"
"3799.P001","n"
"3799.P002","n"
"3799.P003","n"
"3800.P001","n"
"3800.P002","n"
"3800.P003","n"
"3802.P001","n"
"3802.P002","n"
"3802.P003","n"
"3803.P001","n"
"3803.P002","n"
"3803.P003","n"
"3804.P001","n"
"3804.P002","n"
"3804.P003","n"
"3805.P001","n"
"3805.P002","n"
"3805.P003","n"
"3808.P001","n"
"3808.P002","n"
"3808.P003","n"
"3809.P001","n"
"3809.P002","n"
"3809.P003","n"
"3811.P001","n"
"3811.P002","n"
"3811.P003","n"
"3812.P001","n"
"3812.P002","n"
"3812.P003","n"
"3814.P001","n"
"3814.P002","n"
"3814.P003","n"
"3821.P001","n"
"3821.P002","n"
"3821.P003","n"
"3822.P001","n"
"3822.P002","n"
"3822.P003","n"
"3835.P001","n"
"3835.P002","n"
"3835.P003","n"
"3837.P001","n"
"3837.P002","n"
"3837.P003","n"
"3841.P001","n"
"3841.P002","n"
"3841.P003","n"
"3842.P001","n"
"3842.P002","n"
"3842.P003","n"
"3843.P001","n"
"3843.P002","n"
"3843.P003","n"
"3845.P001","n"
"3845.P002","n"
"3845.P003","n"
"3846.P001","n"
"3846.P002","n"
"3846.P003","n"
"3848.P001","n"
"3848.P002","n"
"3848.P003","n"
"3852.P001","n"
"3852.P002","n"
"3852.P003","n"
"3855.P001","n"
"3855.P002","n"
"3855.P003","n"
"3856.P001","n"
"3856.P002","n"
"3856.P003","n"
"3858.P001","n"
"3858.P002","n"
"3858.P003","n"
"3859.P001","n"
"3859.P002","n"
"3859.P003","n"
"3860.P001","n"
"3860.P002","n"
"3860.P003","n"
"3861.P001","n"
"3861.P002","n"
"3861.P003","n"
"3865.P001","n"
"3865.P002","n"
"3865.P003","n"
"3866.P001","n"
"3866.P002","n"
"3866.P003","n"
"3871.P001","n"
"3871.P002","n"
"3871.P003","n"
"3876.P001","n"
"3876.P002","n"
"3876.P003","n"
"3877.P001","n"
"3877.P002","n"
"3877.P003","n"
"3880.P001","n"
"3880.P002","n"
"3880.P003","n"
"3881.P001","n"
"3881.P002","n"
"3881.P003","n"
"3888.P001","n"
"3888.P002","n"
"3888.P003","n"
"3889.P001","n"
"3889.P002","n"
"3889.P003","n"
"3891.P001","n"
"3891.P002","n"
"3891.P003","n"
"3897.P001","n"
"3897.P002","n"
"3897.P003","n"
"3898.P001","n"
"3898.P002","n"
"3898.P003","n"
"3900.P001","n"
"3900.P002","n"
"3900.P003","n"
"3901.P001","n"
"3901.P002","n"
"3901.P003","n"
"3907.P001","n"
"3907.P002","n"
"3907.P003","n"
"3908.P001","n"
"3908.P002","n"
"3908.P003","n"
"3912.P001","n"
"3912.P002","n"
"3912.P003","n"
"3916.P001","n"
"3916.P002","n"
"3916.P003","n"
"3919.P001","n"
"3919.P002","n"
"3919.P003","n"
"3920.P001","n"
"3920.P002","n"
"3920.P003","n"
"3925.P001","n"
"3925.P002","n"
"3925.P003","n"
"3926.P001","n"
"3926.P002","n"
"3926.P003","n"
"3931.P001","n"
"3931.P002","n"
"3931.P003","n"
"3933.P001","n"
"3933.P002","n"
"3933.P003","n"
"3935.P001","n"
"3935.P002","n"
"3935.P003","n"
"3936.P001","n"
"3936.P002","n"
"3936.P003","n"
"3937.P001","n"
"3937.P002","n"
"3937.P003","n"
"3938.P001","n"
"3938.P002","n"
"3938.P003","n"
"3941.P001","n"
"3941.P002","n"
"3941.P003","n"
"3942.P001","n"
"3942.P002","n"
"3942.P003","n"
"3943.P001","n"
"3943.P002","n"
"3943.P003","n"
"3952.P001","n"
"3952.P002","n"
"3952.P003","n"
"3956.P001","n"
"3956.P002","n"
"3956.P003","n"
"3962.P001","n"
"3962.P002","n"
"3962.P003","n"
"3965.P001","n"
"3965.P002","n"
"3965.P003","n"
"3968.P001","n"
"3968.P002","n"
"3968.P003","n"
"3970.P001","n"
"3970.P002","n"
"3970.P003","n"
"3988.P001","n"
"3988.P002","n"
"3988.P003","n"
"3990.P001","n"
"3990.P002","n"
"3990.P003","n"
"3992.P001","n"
"3992.P002","n"
"3992.P003","n"
"3994.P001","n"
"3994.P002","n"
"3994.P003","n"
"3995.P001","n"
"3995.P002","n"
"3995.P003","n"
"3996.P001","n"
"3996.P002","n"
"3996.P003","n"
"3999.P001","n"
"3999.P002","n"
"3999.P003","n"
"4003.P001","n"
"4003.P002","n"
"4003.P003","n"
"4004.P001","n"
"4004.P002","n"
"4004.P003","n"
"4021.P001","n"
"4021.P002","n"
"4021.P003","n"
"4022.P001","n"
"4022.P002","n"
"4022.P003","n"
"4025.P001","n"
"4025.P002","n"
"4025.P003","n"
"4026.P001","n"
"4026.P002","n"
"4026.P003","n"
"4032.P001","n"
"4032.P002","n"
"4032.P003","n"
"4042.P001","n"
"4042.P002","n"
"4042.P003","n"
"4043.P001","n"
"4043.P002","n"
"4043.P003","n"
"4044.P001","n"
"4044.P002","n"
"4044.P003","n"
"4045.P001","n"
"4045.P002","n"
"4045.P003","n"
"4046.P001","n"
"4046.P002","n"
"4046.P003","n"
"4047.P001","n"
"4047.P002","n"
"4047.P003","n"
"4048.P001","n"
"4048.P002","n"
"4048.P003","n"
"4051.P001","n"
"4051.P002","n"
"4051.P003","n"
"4052.P001","n"
"4052.P002","n"
"4052.P003","n"
"4055.P001","n"
"4055.P002","n"
"4055.P003","n"
"4056.P001","n"
"4056.P002","n"
"4056.P003","n"
"4057.P001","n"
"4057.P002","n"
"4057.P003","n"
"4063.P001","n"
"4063.P002","n"
"4063.P003","n"
"4066.P001","n"
"4066.P002","n"
"4066.P003","n"
"4068.P001","n"
"4068.P002","n"
"4068.P003","n"
"4070.P001","n"
"4070.P002","n"
"4070.P003","n"
"4073.P001","n"
"4073.P002","n"
"4073.P003","n"
"4074.P001","n"
"4074.P002","n"
"4074.P003","n"
"4099.P001","n"
"4099.P002","n"
"4099.P003","n"
"4104.P001","n"
"4104.P002","n"
"4104.P003","n"
"4106.P001","n"
"4106.P002","n"
"4106.P003","n"
"4107.P001","n"
"4107.P002","n"
"4107.P003","n"
"4108.P001","n"
"4108.P002","n"
"4108.P003","n"
"4109.P001","n"
"4109.P002","n"
"4109.P003","n"
"4110.P001","n"
"4110.P002","n"
"4110.P003","n"
"4111.P001","n"
"4111.P002","n"
"4111.P003","n"
"4112.P001","n"
"4112.P002","n"
"4112.P003","n"
"4114.P001","n"
"4114.P002","n"
"4114.P003","n"
"4115.P001","n"
"4115.P002","n"
"4115.P003","n"
"4116.P001","n"
"4116.P002","n"
"4116.P003","n"
"4117.P001","n"
"4117.P002","n"
"4117.P003","n"
"4119.P001","n"
"4119.P002","n"
"4119.P003","n"
"4121.P001","n"
"4121.P002","n"
"4121.P003","n"
"4122.P001","n"
"4122.P002","n"
"4122.P003","n"
"4123.P001","n"
"4123.P002","n"
"4123.P003","n"
"4124.P001","n"
"4124.P002","n"
"4124.P003","n"
"4125.P001","n"
"4125.P002","n"
"4125.P003","n"
"4126.P001","n"
"4126.P002","n"
"4126.P003","n"
"4127.P001","n"
"4127.P002","n"
"4127.P003","n"
"4128.P001","n"
"4128.P002","n"
"4128.P003","n"
"4129.P001","n"
"4129.P002","n"
"4129.P003","n"
"4130.P001","n"
"4130.P002","n"
"4130.P003","n"
"4131.P001","n"
"4131.P002","n"
"4131.P003","n"
"4132.P001","n"
"4132.P002","n"
"4132.P003","n"
"4134.P001","n"
"4134.P002","n"
"4134.P003","n"
"4135.P001","n"
"4135.P002","n"
"4135.P003","n"
"4136.P001","n"
"4136.P002","n"
"4136.P003","n"
"4137.P001","n"
"4137.P002","n"
"4137.P003","n"
"4138.P001","n"
"4138.P002","n"
"4138.P003","n"
"4140.P001","n"
"4140.P002","y"
"4140.P003","n"
"4141.P001","n"
"4141.P002","y"
"4141.P003","n"
"4142.P001","n"
"4142.P002","n"
"4142.P003","n"
"4143.P001","n"
"4143.P002","n"
"4143.P003","n"
"4144.P001","n"
"4144.P002","n"
"4144.P003","n"
"4147.P001","n"
"4147.P002","n"
"4147.P003","n"
"4149.P001","n"
"4149.P002","n"
"4149.P003","n"
"4151.P001","n"
"4151.P002","n"
"4151.P003","n"
"4152.P001","n"
"4152.P002","n"
"4152.P003","n"
"4153.P001","n"
"4153.P002","n"
"4153.P003","n"
"4163.P001","n"
"4163.P002","n"
"4163.P003","n"
"4170.P001","n"
"4170.P002","n"
"4170.P003","n"
"4171.P001","n"
"4171.P002","n"
"4171.P003","n"
"4173.P001","n"
"4173.P002","n"
"4173.P003","n"
"4175.P001","n"
"4175.P002","n"
"4175.P003","n"
"4178.P001","n"
"4178.P002","n"
"4178.P003","n"
"4185.P001","n"
"4185.P002","n"
"4185.P003","n"
"4189.P001","n"
"4189.P002","n"
"4189.P003","n"
"4194.P001","n"
"4194.P002","n"
"4194.P003","n"
"4197.P001","n"
"4197.P002","n"
"4197.P003","n"
"4201.P001","n"
"4201.P002","n"
"4201.P003","n"
"4203.P001","n"
"4203.P002","n"
"4203.P003","n"
"4205.P001","n"
"4205.P002","n"
"4205.P003","n"
"4209.P001","n"
"4209.P002","n"
"4209.P003","n"
"4218.P001","n"
"4218.P002","n"
"4218.P003","n"
"4219.P001","n"
"4219.P002","n"
"4219.P003","n"
"4220.P001","n"
"4220.P002","n"
"4220.P003","n"
"4223.P001","n"
"4223.P002","n"
"4223.P003","n"
"4230.P001","n"
"4230.P002","n"
"4230.P003","n"
"4232.P001","n"
"4232.P002","n"
"4232.P003","n"
"4233.P001","n"
"4233.P002","n"
"4233.P003","n"
"4234.P001","n"
"4234.P002","n"
"4234.P003","n"
"4239.P001","n"
"4239.P002","n"
"4239.P003","n"
"4241.P001","n"
"4241.P002","n"
"4241.P003","n"
"4243.P001","n"
"4243.P002","n"
"4243.P003","n"
"4246.P001","n"
"4246.P002","n"
"4246.P003","n"
"4248.P001","n"
"4248.P002","n"
"4248.P003","n"
"4258.P001","n"
"4258.P002","n"
"4258.P003","n"
"4261.P001","n"
"4261.P002","n"
"4261.P003","n"
"4262.P001","n"
"4262.P002","n"
"4262.P003","n"
"4267.P001","n"
"4267.P002","n"
"4267.P003","n"
"4268.P001","n"
"4268.P002","n"
"4268.P003","n"
"4270.P001","n"
"4270.P002","n"
"4270.P003","n"
"4271.P001","n"
"4271.P002","n"
"4271.P003","n"
"4273.P001","n"
"4273.P002","n"
"4273.P003","n"
"4275.P001","n"
"4275.P002","n"
"4275.P003","n"
"4278.P001","n"
"4278.P002","n"
"4278.P003","n"
"4283.P001","n"
"4283.P002","n"
"4283.P003","n"
"4288.P001","n"
"4288.P002","n"
"4288.P003","n"
"4295.P001","n"
"4295.P002","n"
"4295.P003","n"
"4307.P001","n"
"4307.P002","n"
"4307.P003","n"
"4309.P001","n"
"4309.P002","n"
"4309.P003","n"
"4319.P001","n"
"4319.P002","n"
"4319.P003","n"
"4321.P001","n"
"4321.P002","n"
"4321.P003","n"
"4323.P001","n"
"4323.P002","n"
"4323.P003","n"
"4324.P001","n"
"4324.P002","n"
"4324.P003","n"
"4325.P001","n"
"4325.P002","n"
"4325.P003","n"
"4326.P001","n"
"4326.P002","n"
"4326.P003","n"
"4330.P001","n"
"4330.P002","n"
"4330.P003","n"
"4333.P001","n"
"4333.P002","n"
"4333.P003","n"
"4335.P001","n"
"4335.P002","n"
"4335.P003","n"
"4343.P001","n"
"4343.P002","n"
"4343.P003","n"
"4350.P001","n"
"4350.P002","n"
"4350.P003","n"
"4351.P001","n"
"4351.P002","n"
"4351.P003","n"
"4352.P001","n"
"4352.P002","n"
"4352.P003","n"
"4355.P001","n"
"4355.P002","n"
"4355.P003","n"
"4356.P001","n"
"4356.P002","n"
"4356.P003","n"
"4362.P001","n"
"4362.P002","n"
"4362.P003","n"
"4363.P001","n"
"4363.P002","n"
"4363.P003","n"
"4364.P001","n"
"4364.P002","n"
"4364.P003","n"
"4366.P001","n"
"4366.P002","n"
"4366.P003","n"
"4368.P001","n"
"4368.P002","n"
"4368.P003","n"
"4371.P001","n"
"4371.P002","n"
"4371.P003","n"
"4374.P001","n"
"4374.P002","n"
"4374.P003","n"
"4375.P001","n"
"4375.P002","n"
"4375.P003","n"
"4377.P001","n"
"4377.P002","n"
"4377.P003","n"
"4381.P001","n"
"4381.P002","n"
"4381.P003","n"
"4387.P001","n"
"4387.P002","n"
"4387.P003","n"
"4392.P001","n"
"4392.P002","n"
"4392.P003","n"
"4394.P001","n"
"4394.P002","n"
"4394.P003","n"
"4395.P001","n"
"4395.P002","n"
"4395.P003","n"
"4397.P001","n"
"4397.P002","n"
"4397.P003","n"
"4398.P001","n"
"4398.P002","n"
"4398.P003","n"
"4399.P001","n"
"4399.P002","n"
"4399.P003","n"
"4400.P001","n"
"4400.P002","n"
"4400.P003","n"
"4402.P001","n"
"4402.P002","n"
"4402.P003","n"
"4406.P001","n"
"4406.P002","n"
"4406.P003","n"
"4407.P001","n"
"4407.P002","n"
"4407.P003","n"
"4410.P001","n"
"4410.P002","n"
"4410.P003","n"
"4411.P001","n"
"4411.P002","n"
"4411.P003","n"
"4417.P001","n"
"4417.P002","n"
"4417.P003","n"
"4419.P001","n"
"4419.P002","n"
"4419.P003","n"
"4422.P001","n"
"4422.P002","n"
"4422.P003","n"
"4423.P001","n"
"4423.P002","n"
"4423.P003","n"
"4425.P001","n"
"4425.P002","n"
"4425.P003","n"
"4428.P001","n"
"4428.P002","n"
"4428.P003","n"
"4430.P001","n"
"4430.P002","y"
"4430.P003","n"
"4432.P001","n"
"4432.P002","n"
"4432.P003","n"
"4433.P001","n"
"4433.P002","n"
"4433.P003","n"
"4434.P001","n"
"4434.P002","n"
"4434.P003","n"
"4435.P001","n"
"4435.P002","n"
"4435.P003","n"
"4444.P001","n"
"4444.P002","n"
"4444.P003","n"
"4445.P001","n"
"4445.P002","n"
"4445.P003","n"
"4446.P001","n"
"4446.P002","n"
"4446.P003","n"
"4447.P001","n"
"4447.P002","n"
"4447.P003","n"
"4472.P001","n"
"4472.P002","n"
"4472.P003","n"
"4474.P001","n"
"4474.P002","n"
"4474.P003","n"
"4475.P001","n"
"4475.P002","n"
"4475.P003","n"
"4476.P001","n"
"4476.P002","n"
"4476.P003","n"
"532.P001","n"
"532.P002","n"
"532.P003","n"
"535.P001","n"
"535.P002","n"
"535.P003","n"
"624.P001","n"
"624.P002","n"
"624.P003","n"
"725.P001","n"
"725.P002","n"
"725.P003","n"
"893.P001","n"
"893.P002","n"
"893.P003","n"
"918.P001","n"
"918.P002","n"
"918.P003","n"
"1094.P001","n"
"1094.P002","n"
"1094.P003","n"
"1163.P001","n"
"1163.P002","n"
"1163.P003","n"
"1270.P001","n"
"1270.P002","n"
"1270.P003","n"
"1322.P001","n"
"1322.P002","n"
"1322.P003","n"
"1413.P001","n"
"1413.P002","n"
"1413.P003","n"
"1643.P001","n"
"1643.P002","n"
"1643.P003","n"
"1875.P001","n"
"1875.P002","n"
"1875.P003","n"
"1912.P001","n"
"1912.P002","n"
"1912.P003","n"
"1934.P001","n"
"1934.P002","n"
"1934.P003","n"
"1935.P001","n"
"1935.P002","n"
"1935.P003","n"
"1983.P001","n"
"1983.P002","n"
"1983.P003","n"
"1985.P001","n"
"1985.P002","n"
"1985.P003","n"
"2015.P001","n"
"2015.P002","n"
"2015.P003","n"
"2019.P001","n"
"2019.P002","n"
"2019.P003","n"
"2027.P001","n"
"2027.P002","n"
"2027.P003","n"
"2044.P001","n"
"2044.P002","n"
"2044.P003","n"
"2045.P001","n"
"2045.P002","n"
"2045.P003","n"
"2051.P001","n"
"2051.P002","n"
"2051.P003","n"
"2054.P001","n"
"2054.P002","n"
"2054.P003","n"
"2067.P001","n"
"2067.P002","n"
"2067.P003","n"
"2080.P001","n"
"2080.P002","n"
"2080.P003","n"
"2084.P001","n"
"2084.P002","n"
"2084.P003","n"
"2099.P001","n"
"2099.P002","n"
"2099.P003","n"
"2101.P001","n"
"2101.P002","n"
"2101.P003","n"
"2119.P001","n"
"2119.P002","n"
"2119.P003","n"
"2131.P001","n"
"2131.P002","n"
"2131.P003","n"
"2141.P001","n"
"2141.P002","n"
"2141.P003","n"
"2151.P001","n"
"2151.P002","n"
"2151.P003","n"
"2156.P001","n"
"2156.P002","n"
"2156.P003","n"
"2160.P001","n"
"2160.P002","n"
"2160.P003","n"
"2201.P001","n"
"2201.P002","n"
"2201.P003","n"
"2203.P001","n"
"2203.P002","n"
"2203.P003","n"
"2206.P001","n"
"2206.P002","n"
"2206.P003","n"
"2207.P001","n"
"2207.P002","n"
"2207.P003","n"
"2210.P001","n"
"2210.P002","n"
"2210.P003","n"
"2217.P001","n"
"2217.P002","n"
"2217.P003","n"
"2231.P001","n"
"2231.P002","n"
"2231.P003","n"
"2261.P001","n"
"2261.P002","n"
"2261.P003","n"
"2273.P001","n"
"2273.P002","n"
"2273.P003","n"
"2275.P001","n"
"2275.P002","n"
"2275.P003","n"
"2276.P001","n"
"2276.P002","n"
"2276.P003","n"
"2285.P001","n"
"2285.P002","n"
"2285.P003","n"
"2286.P001","n"
"2286.P002","n"
"2286.P003","n"
"2300.P001","n"
"2300.P002","n"
"2300.P003","n"
"2310.P001","n"
"2310.P002","n"
"2310.P003","n"
"2314.P001","n"
"2314.P002","n"
"2314.P003","n"
"2338.P001","n"
"2338.P002","n"
"2338.P003","n"
"2339.P001","n"
"2339.P002","n"
"2339.P003","n"
"2344.P001","n"
"2344.P002","n"
"2344.P003","n"
"2345.P001","n"
"2345.P002","n"
"2345.P003","n"
"2394.P001","n"
"2394.P002","n"
"2394.P003","n"
"2398.P001","n"
"2398.P002","n"
"2398.P003","n"
"2421.P001","n"
"2421.P002","n"
"2421.P003","n"
"2427.P001","n"
"2427.P002","n"
"2427.P003","n"
"2429.P001","n"
"2429.P002","n"
"2429.P003","n"
"2436.P001","n"
"2436.P002","n"
"2436.P003","n"
"2438.P001","n"
"2438.P002","n"
"2438.P003","n"
"2459.P001","n"
"2459.P002","n"
"2459.P003","n"
"2480.P001","n"
"2480.P002","n"
"2480.P003","n"
"2489.P001","n"
"2489.P002","n"
"2489.P003","n"
"2492.P001","n"
"2492.P002","n"
"2492.P003","n"
"2502.P001","n"
"2502.P002","n"
"2502.P003","n"
"2514.P001","n"
